,cif_id,solvent_removal_stability
1301,rtl+N416+N341,Stable
1302,rtl+N429+N264,Unstable
1303,rtl+N639+N123,Stable
1304,rtl+N456+N494,Stable
1305,rtl+N408+N214,Unstable
1306,rtl+N25+N628,Stable
1307,rtl+N386+N622,Unstable
1308,rtl+N488+N240,Unstable
1309,rtl+N495+N555,Unstable
1310,rtl+N695+N222,Unstable
1311,rtl+N285+N392,Stable
1312,rtl+N176+N612,Stable
1313,rtl+N592+N283,Stable
1314,rtl+N231+N574,Unstable
1315,rtl+N353+N336,Stable
1316,rtl+N231+N467,Stable
1317,rtl+N416+N155,Unstable
1318,rtl+N20+N569,Stable
1319,rtl+N79+N336,Unstable
1320,rtl+N410+N379,Stable
1321,rtl+N110+N306,Stable
1322,rtl+N386+N205,Unstable
1323,rtl+N48+N16,Stable
1324,rtl+N516+N106,Stable
1325,rtl+N639+N622,Stable
1326,rtl+N10+N394,Stable
1327,rtl+N477+N336,Stable
1328,rtl+N176+N696,Unstable
1329,rtl+N695+N205,Stable
1330,rtl+N516+N220,Stable
1331,rtl+N456+N49,Stable
1332,rtl+N196+N214,Unstable
1333,rtl+N10+N250,Unstable
1334,rtl+N558+N518,Unstable
1335,rtl+N25+N308,Stable
1336,rtl+N558+N657,Stable
1337,rtl+N163+N476,Stable
1338,rtl+N10+N491,Stable
1339,rtl+N176+N16,Stable
1340,rtl+N571+N265,Stable
1341,rtl+N488+N533,Unstable
1342,rtl+N429+N457,Stable
1343,rtl+N473+N264,Stable
1344,rtl+N25+N334,Unstable
1345,rtl+N495+N608,Stable
1346,rtl+N679+N33,Stable
1347,rtl+N535+N65,Stable
1348,rtl+N488+N152,Stable
1349,rtl+N23+N555,Unstable
1350,rtl+N456+N55,Stable
1351,rtl+N333+N14,Unstable
1352,rtl+N231+N295,Stable
1353,rtl+N558+N105,Stable
1354,rtl+N408+N250,Stable
1355,rtl+N571+N646,Stable
1356,rtl+N695+N480,Stable
1357,rtl+N20+N593,Stable
1358,rtl+N516+N570,Unstable
1359,rtl+N196+N311,Stable
1360,rtl+N639+N328,Unstable
1361,rtl+N163+N659,Stable
1362,rtl+N456+N324,Stable
1363,rtl+N535+N659,Stable
1364,rtl+N558+N59,Unstable
1365,rtl+N163+N491,Unstable
1366,rtl+N488+N65,Stable
1367,rtl+N80+N222,Unstable
1368,rtl+N386+N493,Unstable
1369,rtl+N160+N308,Stable
1370,rtl+N516+N467,Stable
1371,rtl+N285+N146,Stable
1372,rtl+N150+N612,Stable
1373,rtl+N473+N666,Stable
1374,rtl+N277+N139,Stable
1375,rtl+N225+N324,Stable
1376,rtl+N410+N40,Stable
1377,rtl+N535+N341,Stable
1378,rtl+N20+N155,Stable
1379,rtl+N79+N483,Unstable
1380,rtl+N610+N657,Stable
1381,rtl+N110+N167,Unstable
1382,rtl+N386+N548,Unstable
1383,rtl+N333+N493,Unstable
1384,rtl+N456+N274,Unstable
1385,rtl+N386+N630,Unstable
1386,rtl+N231+N311,Stable
1387,rtl+N456+N205,Stable
1388,rtl+N163+N696,Unstable
1389,rtl+N516+N559,Unstable
1390,rtl+N386+N494,Unstable
1391,rtl+N484+N476,Stable
1392,rtl+N10+N428,Stable
1393,rtl+N610+N208,Stable
1394,rtl+N484+N205,Stable
1395,rtl+N592+N674,Stable
1396,rtl+N333+N406,Unstable
1397,rtl+N126+N659,Stable
1398,rtl+N495+N41,Stable
1399,rtl+N535+N162,Unstable
1400,rtl+N535+N447,Stable
1401,rtl+N163+N438,Stable
1402,rtl+N408+N108,Stable
1403,rtl+N20+N668,Stable
1404,rtl+N495+N406,Unstable
1405,rtl+N535+N559,Stable
1406,rtl+N176+N135,Stable
1407,rtl+N10+N569,Stable
1408,rtl+N558+N182,Stable
1409,rtl+N157+N483,Unstable
1410,rtl+N150+N646,Stable
1411,rtl+N150+N489,Stable
1412,rtl+N225+N295,Stable
1413,rtl+N277+N264,Stable
1414,rtl+N130+N555,Stable
1415,rtl+N225+N55,Stable
1416,rtl+N160+N560,Stable
1417,rtl+N176+N666,Unstable
1418,rtl+N408+N220,Stable
1419,rtl+N225+N475,Stable
1420,rtl+N150+N180,Stable
1421,rtl+N408+N560,Stable
1422,rtl+N126+N552,Unstable
1423,rtl+N150+N559,Stable
1424,rtl+N679+N608,Stable
1425,rtl+N477+N657,Stable
1426,rtl+N163+N428,Unstable
1427,rtl+N160+N289,Stable
1428,rtl+N416+N612,Unstable
1429,rtl+N571+N559,Unstable
1430,rtl+N277+N574,Unstable
1431,rtl+N196+N680,Stable
1432,rtl+N126+N505,Unstable
1433,rtl+N157+N379,Stable
1434,rtl+N110+N568,Stable
1435,rtl+N10+N214,Unstable
1436,rtl+N130+N505,Unstable
1437,rtl+N571+N123,Stable
1438,rtl+N163+N643,Stable
1439,rtl+N592+N505,Stable
1440,rtl+N488+N678,Unstable
1441,rtl+N408+N568,Unstable
1442,rtl+N176+N568,Unstable
1443,rtl+N488+N392,Stable
1444,rtl+N231+N54,Stable
1445,rtl+N79+N552,Stable
1446,rtl+N110+N555,Stable
1447,rtl+N196+N574,Unstable
1448,rtl+N225+N577,Stable
1449,rtl+N679+N622,Unstable
1450,rtl+N231+N106,Stable
1451,rtl+N25+N205,Stable
1452,rtl+N639+N509,Stable
1453,rtl+N488+N674,Stable
1454,rtl+N484+N248,Stable
1455,rtl+N10+N694,Stable
1456,rtl+N157+N696,Stable
1457,rtl+N163+N339,Stable
1458,rtl+N277+N208,Stable
1459,rtl+N80+N173,Stable
1460,rtl+N19+N560,Stable
1461,rtl+N695+N475,Unstable
1462,rtl+N386+N489,Unstable
1463,rtl+N639+N16,Stable
1464,rtl+N535+N205,Unstable
1465,rtl+N80+N608,Stable
1466,rtl+N571+N306,Stable
1467,rtl+N48+N628,Stable
1468,rtl+N176+N442,Stable
1469,rtl+N416+N144,Stable
1470,rtl+N285+N85,Unstable
1471,rtl+N495+N690,Stable
1472,rtl+N80+N486,Stable
1473,rtl+N19+N123,Stable
1474,rtl+N176+N659,Stable
1475,rtl+N535+N518,Stable
1476,rtl+N679+N382,Unstable
1477,rtl+N474+N560,Stable
1478,rtl+N495+N264,Stable
1479,rtl+N495+N14,Stable
1480,rtl+N571+N569,Stable
1481,rtl+N48+N306,Unstable
1482,rtl+N160+N16,Stable
1483,rtl+N23+N250,Stable
1484,rtl+N225+N265,Stable
1485,rtl+N333+N425,Stable
1486,rtl+N48+N139,Stable
1487,rtl+N277+N222,Unstable
1488,rtl+N126+N85,Unstable
1489,rtl+N558+N382,Unstable
1490,rtl+N429+N208,Stable
1491,rtl+N130+N509,Stable
1492,rtl+N176+N30,Stable
1493,rtl+N160+N666,Stable
1494,rtl+N277+N529,Unstable
1495,rtl+N231+N234,Unstable
1496,rtl+N516+N612,Unstable
1497,rtl+N488+N135,Stable
1498,rtl+N410+N574,Unstable
1499,rtl+N610+N570,Unstable
1500,rtl+N231+N144,Stable
1501,rtl+N163+N475,Unstable
1502,rtl+N79+N283,Unstable
1503,rtl+N535+N680,Stable
1504,rtl+N333+N428,Unstable
1505,rtl+N386+N146,Stable
1506,rtl+N679+N49,Unstable
1507,rtl+N231+N668,Stable
1508,rtl+N429+N183,Unstable
1509,rtl+N23+N628,Stable
1510,rtl+N610+N339,Stable
1511,rtl+N416+N311,Stable
1512,rtl+N610+N622,Stable
1513,rtl+N386+N183,Stable
1514,rtl+N477+N694,Unstable
1515,rtl+N20+N248,Stable
1516,rtl+N19+N613,Stable
1517,rtl+N277+N382,Stable
1518,rtl+N429+N560,Unstable
1519,rtl+N163+N657,Stable
1520,rtl+N231+N222,Unstable
1521,rtl+N679+N634,Stable
1522,rtl+N176+N574,Unstable
1523,rtl+N150+N568,Stable
1524,rtl+N19+N576,Unstable
1525,rtl+N495+N425,Stable
1526,rtl+N176+N505,Stable
1527,rtl+N163+N148,Stable
1528,rtl+N48+N559,Unstable
1529,rtl+N488+N447,Unstable
1530,rtl+N10+N666,Stable
1531,rtl+N10+N143,Stable
1532,rtl+N610+N41,Stable
1533,rtl+N535+N555,Stable
1534,rtl+N408+N143,Unstable
1535,rtl+N150+N493,Stable
1536,rtl+N456+N552,Unstable
1537,rtl+N353+N208,Stable
1538,rtl+N571+N696,Stable
1539,rtl+N231+N465,Stable
1540,rtl+N23+N379,Stable
1541,rtl+N429+N314,Unstable
1542,rtl+N610+N373,Stable
1543,rtl+N225+N680,Stable
1544,rtl+N80+N314,Unstable
1545,rtl+N456+N612,Unstable
1546,rtl+N477+N101,Stable
1547,rtl+N80+N533,Stable
1548,rtl+N285+N55,Stable
1549,rtl+N474+N306,Stable
1550,rtl+N48+N101,Unstable
1551,rtl+N474+N339,Unstable
1552,rtl+N25+N14,Stable
1553,rtl+N20+N234,Unstable
1554,rtl+N477+N248,Stable
1555,rtl+N408+N577,Unstable
1556,rtl+N277+N289,Stable
1557,rtl+N231+N476,Stable
1558,rtl+N160+N341,Stable
1559,rtl+N160+N339,Stable
1560,rtl+N19+N505,Stable
1561,rtl+N477+N49,Stable
1562,rtl+N25+N289,Stable
1563,rtl+N19+N144,Stable
1564,rtl+N558+N250,Stable
1565,rtl+N610+N691,Stable
1566,rtl+N196+N341,Unstable
1567,rtl+N333+N613,Unstable
1568,rtl+N535+N480,Stable
1569,rtl+N488+N274,Unstable
1570,rtl+N126+N696,Unstable
1571,rtl+N196+N453,Stable
1572,rtl+N130+N162,Stable
1573,rtl+N225+N151,Stable
1574,rtl+N20+N182,Stable
1575,rtl+N130+N394,Stable
1576,rtl+N592+N659,Stable
1577,rtl+N687+N392,Stable
1578,rtl+N150+N560,Stable
1579,rtl+N110+N334,Stable
1580,rtl+N110+N30,Stable
1581,rtl+N333+N205,Unstable
1582,rtl+N516+N491,Unstable
1583,rtl+N477+N240,Stable
1584,rtl+N110+N173,Stable
1585,rtl+N610+N576,Stable
1586,rtl+N196+N630,Unstable
1587,rtl+N277+N49,Stable
1588,rtl+N163+N406,Unstable
1589,rtl+N150+N438,Stable
1590,rtl+N410+N384,Unstable
1591,rtl+N23+N694,Stable
1592,rtl+N176+N155,Unstable
1593,rtl+N558+N220,Stable
1594,rtl+N23+N139,Stable
1595,rtl+N285+N509,Stable
1596,rtl+N79+N40,Stable
1597,rtl+N25+N208,Unstable
1598,rtl+N687+N173,Stable
1599,rtl+N456+N183,Stable
1600,rtl+N277+N283,Unstable
1601,rtl+N535+N33,Stable
1602,rtl+N592+N366,Stable
1603,rtl+N25+N116,Stable
1604,rtl+N477+N328,Stable
1605,rtl+N535+N309,Unstable
1606,rtl+N333+N240,Unstable
1607,rtl+N679+N548,Unstable
1608,rtl+N20+N505,Stable
1609,rtl+N10+N37,Stable
1610,rtl+N48+N574,Stable
1611,rtl+N80+N108,Stable
1612,rtl+N535+N667,Stable
1613,rtl+N196+N116,Stable
1614,rtl+N19+N453,Stable
1615,rtl+N48+N208,Stable
1616,rtl+N10+N123,Stable
1617,rtl+N150+N540,Stable
1618,rtl+N516+N567,Stable
1619,rtl+N157+N505,Stable
1620,rtl+N429+N494,Unstable
1621,rtl+N10+N630,Unstable
1622,rtl+N231+N569,Stable
1623,rtl+N10+N494,Stable
1624,rtl+N484+N37,Stable
1625,rtl+N477+N555,Stable
1626,rtl+N687+N264,Unstable
1627,rtl+N416+N37,Unstable
1628,rtl+N79+N311,Stable
1629,rtl+N19+N180,Unstable
1630,rtl+N126+N143,Stable
1631,rtl+N473+N14,Stable
1632,rtl+N386+N213,Stable
1633,rtl+N277+N162,Stable
1634,rtl+N19+N328,Stable
1635,rtl+N386+N678,Stable
1636,rtl+N225+N54,Stable
1637,rtl+N157+N518,Stable
1638,rtl+N610+N491,Stable
1639,rtl+N231+N248,Unstable
1640,rtl+N25+N37,Stable
1641,rtl+N456+N265,Unstable
1642,rtl+N333+N180,Unstable
1643,rtl+N695+N139,Stable
1644,rtl+N176+N250,Unstable
1645,rtl+N150+N680,Stable
1646,rtl+N610+N595,Unstable
1647,rtl+N277+N690,Unstable
1648,rtl+N535+N569,Stable
1649,rtl+N10+N476,Stable
1650,rtl+N157+N101,Stable
1651,rtl+N488+N666,Stable
1652,rtl+N410+N324,Stable
1653,rtl+N196+N162,Stable
1654,rtl+N477+N612,Stable
1655,rtl+N456+N30,Stable
1656,rtl+N48+N569,Stable
1657,rtl+N456+N167,Stable
1658,rtl+N410+N173,Unstable
1659,rtl+N20+N480,Stable
1660,rtl+N277+N646,Stable
1661,rtl+N386+N314,Unstable
1662,rtl+N10+N486,Stable
1663,rtl+N163+N162,Unstable
1664,rtl+N23+N334,Stable
1665,rtl+N679+N273,Unstable
1666,rtl+N473+N576,Stable
1667,rtl+N416+N183,Unstable
1668,rtl+N333+N570,Unstable
1669,rtl+N23+N30,Stable
1670,rtl+N558+N30,Stable
1671,rtl+N477+N314,Stable
1672,rtl+N477+N521,Unstable
1673,rtl+N473+N486,Stable
1674,rtl+N25+N264,Stable
1675,rtl+N386+N221,Stable
1676,rtl+N679+N309,Unstable
1677,rtl+N495+N324,Stable
1678,rtl+N610+N47,Unstable
1679,rtl+N484+N151,Stable
1680,rtl+N353+N37,Stable
1681,rtl+N160+N144,Stable
1682,rtl+N386+N123,Stable
1683,rtl+N196+N222,Unstable
1684,rtl+N10+N373,Stable
1685,rtl+N592+N493,Stable
1686,rtl+N126+N221,Stable
1687,rtl+N386+N162,Unstable
1688,rtl+N10+N678,Stable
1689,rtl+N516+N182,Stable
1690,rtl+N410+N183,Unstable
1691,rtl+N416+N214,Unstable
1692,rtl+N20+N250,Stable
1693,rtl+N416+N622,Unstable
1694,rtl+N535+N14,Unstable
1695,rtl+N495+N205,Unstable
1696,rtl+N20+N529,Stable
1697,rtl+N477+N155,Stable
1698,rtl+N231+N151,Stable
1699,rtl+N456+N308,Stable
1700,rtl+N353+N476,Unstable
1701,rtl+N79+N47,Stable
1702,rtl+N571+N283,Stable
1703,rtl+N610+N151,Stable
1704,rtl+N429+N41,Unstable
1705,rtl+N157+N250,Stable
1706,rtl+N687+N666,Stable
1707,rtl+N20+N306,Stable
1708,rtl+N163+N577,Stable
1709,rtl+N23+N182,Stable
1710,rtl+N126+N234,Unstable
1711,rtl+N353+N659,Stable
1712,rtl+N473+N447,Stable
1713,rtl+N225+N40,Stable
1714,rtl+N231+N220,Stable
1715,rtl+N80+N123,Stable
1716,rtl+N231+N457,Stable
1717,rtl+N408+N491,Stable
1718,rtl+N23+N476,Stable
1719,rtl+N20+N167,Stable
1720,rtl+N48+N608,Unstable
1721,rtl+N477+N54,Stable
1722,rtl+N416+N576,Unstable
1723,rtl+N386+N336,Unstable
1724,rtl+N408+N634,Stable
1725,rtl+N571+N135,Stable
1726,rtl+N48+N680,Stable
1727,rtl+N473+N442,Stable
1728,rtl+N695+N152,Stable
1729,rtl+N231+N180,Unstable
1730,rtl+N10+N379,Stable
1731,rtl+N277+N548,Stable
1732,rtl+N488+N634,Stable
1733,rtl+N456+N590,Stable
1734,rtl+N48+N668,Unstable
1735,rtl+N160+N295,Stable
1736,rtl+N130+N148,Stable
1737,rtl+N25+N674,Stable
1738,rtl+N19+N366,Unstable
1739,rtl+N333+N148,Unstable
1740,rtl+N473+N59,Unstable
1741,rtl+N410+N590,Unstable
1742,rtl+N130+N108,Stable
1743,rtl+N488+N205,Stable
1744,rtl+N416+N678,Unstable
1745,rtl+N25+N65,Stable
1746,rtl+N353+N694,Stable
1747,rtl+N333+N392,Unstable
1748,rtl+N231+N696,Stable
1749,rtl+N495+N334,Unstable
1750,rtl+N477+N144,Stable
1751,rtl+N516+N643,Stable
1752,rtl+N474+N476,Unstable
1753,rtl+N353+N324,Unstable
1754,rtl+N196+N505,Stable
1755,rtl+N610+N442,Stable
1756,rtl+N150+N54,Stable
1757,rtl+N176+N590,Stable
1758,rtl+N687+N309,Unstable
1759,rtl+N48+N494,Stable
1760,rtl+N495+N139,Stable
1761,rtl+N592+N559,Unstable
1762,rtl+N474+N657,Unstable
1763,rtl+N410+N55,Stable
1764,rtl+N410+N491,Stable
1765,rtl+N386+N135,Unstable
1766,rtl+N25+N560,Stable
1767,rtl+N484+N180,Stable
1768,rtl+N474+N696,Unstable
1769,rtl+N386+N54,Stable
1770,rtl+N130+N143,Stable
1771,rtl+N695+N568,Unstable
1772,rtl+N130+N384,Stable
1773,rtl+N695+N214,Stable
1774,rtl+N592+N508,Stable
1775,rtl+N23+N457,Unstable
1776,rtl+N157+N205,Stable
1777,rtl+N285+N250,Unstable
1778,rtl+N488+N173,Stable
1779,rtl+N535+N324,Stable
1780,rtl+N196+N540,Stable
1781,rtl+N410+N148,Stable
1782,rtl+N484+N308,Stable
1783,rtl+N231+N612,Stable
1784,rtl+N19+N483,Unstable
1785,rtl+N23+N65,Stable
1786,rtl+N126+N265,Unstable
1787,rtl+N48+N283,Stable
1788,rtl+N477+N182,Unstable
1789,rtl+N474+N182,Stable
1790,rtl+N429+N40,Stable
1791,rtl+N157+N559,Stable
1792,rtl+N477+N518,Stable
1793,rtl+N386+N214,Unstable
1794,rtl+N473+N509,Stable
1795,rtl+N79+N628,Unstable
1796,rtl+N231+N438,Stable
1797,rtl+N23+N54,Stable
1798,rtl+N196+N148,Unstable
1799,rtl+N225+N180,Unstable
1800,rtl+N386+N576,Unstable
1801,rtl+N23+N569,Stable
1802,rtl+N477+N556,Stable
1803,rtl+N225+N306,Stable
1804,rtl+N333+N234,Unstable
1805,rtl+N80+N373,Unstable
1806,rtl+N592+N167,Unstable
1807,rtl+N285+N101,Stable
1808,rtl+N474+N16,Stable
1809,rtl+N639+N613,Unstable
1810,rtl+N130+N574,Stable
1811,rtl+N231+N162,Stable
1812,rtl+N196+N508,Unstable
1813,rtl+N333+N690,Unstable
1814,rtl+N410+N612,Unstable
1815,rtl+N495+N146,Stable
1816,rtl+N516+N143,Unstable
1817,rtl+N110+N308,Stable
1818,rtl+N163+N574,Unstable
1819,rtl+N408+N612,Unstable
1820,rtl+N495+N505,Stable
1821,rtl+N231+N265,Stable
1822,rtl+N130+N560,Stable
1823,rtl+N277+N379,Stable
1824,rtl+N516+N392,Stable
1825,rtl+N610+N552,Stable
1826,rtl+N130+N622,Unstable
1827,rtl+N408+N59,Unstable
1828,rtl+N20+N77,Stable
1829,rtl+N639+N552,Unstable
1830,rtl+N150+N173,Stable
1831,rtl+N25+N556,Stable
1832,rtl+N410+N576,Stable
1833,rtl+N610+N593,Stable
1834,rtl+N484+N442,Stable
1835,rtl+N639+N273,Stable
1836,rtl+N225+N628,Stable
1837,rtl+N477+N30,Stable
1838,rtl+N333+N341,Unstable
1839,rtl+N157+N155,Stable
1840,rtl+N495+N40,Stable
1841,rtl+N157+N598,Stable
1842,rtl+N157+N366,Stable
1843,rtl+N516+N105,Unstable
1844,rtl+N592+N428,Unstable
1845,rtl+N79+N533,Stable
1846,rtl+N19+N569,Stable
1847,rtl+N687+N486,Stable
1848,rtl+N19+N135,Stable
1849,rtl+N25+N382,Unstable
1850,rtl+N176+N680,Stable
1851,rtl+N687+N379,Stable
1852,rtl+N353+N447,Stable
1853,rtl+N456+N116,Stable
1854,rtl+N639+N674,Stable
1855,rtl+N48+N309,Unstable
1856,rtl+N10+N85,Stable
1857,rtl+N408+N289,Stable
1858,rtl+N456+N148,Unstable
1859,rtl+N23+N666,Stable
1860,rtl+N429+N116,Unstable
1861,rtl+N126+N59,Unstable
1862,rtl+N150+N475,Stable
1863,rtl+N126+N208,Stable
1864,rtl+N160+N453,Stable
1865,rtl+N679+N308,Unstable
1866,rtl+N408+N438,Stable
1867,rtl+N10+N339,Unstable
1868,rtl+N25+N428,Unstable
1869,rtl+N130+N221,Stable
1870,rtl+N558+N314,Unstable
1871,rtl+N474+N33,Stable
1872,rtl+N695+N183,Stable
1873,rtl+N231+N77,Unstable
1874,rtl+N571+N568,Stable
1875,rtl+N484+N290,Stable
1876,rtl+N495+N101,Stable
1877,rtl+N535+N36,Stable
1878,rtl+N535+N457,Stable
1879,rtl+N408+N33,Stable
1880,rtl+N495+N691,Stable
1881,rtl+N429+N559,Unstable
1882,rtl+N456+N328,Unstable
1883,rtl+N687+N384,Stable
1884,rtl+N353+N425,Stable
1885,rtl+N495+N47,Stable
1886,rtl+N484+N16,Stable
1887,rtl+N48+N41,Stable
1888,rtl+N285+N533,Unstable
1889,rtl+N495+N552,Stable
1890,rtl+N160+N392,Stable
1891,rtl+N10+N593,Stable
1892,rtl+N79+N593,Stable
1893,rtl+N558+N574,Unstable
1894,rtl+N333+N447,Stable
1895,rtl+N225+N162,Stable
1896,rtl+N231+N273,Stable
1897,rtl+N25+N447,Stable
1898,rtl+N79+N108,Stable
1899,rtl+N639+N274,Unstable
1900,rtl+N687+N483,Stable
1901,rtl+N535+N630,Stable
1902,rtl+N20+N540,Stable
1903,rtl+N473+N476,Unstable
1904,rtl+N353+N265,Stable
1905,rtl+N592+N33,Stable
1906,rtl+N176+N552,Stable
1907,rtl+N535+N696,Stable
1908,rtl+N687+N508,Stable
1909,rtl+N639+N309,Unstable
1910,rtl+N535+N504,Stable
1911,rtl+N429+N250,Unstable
1912,rtl+N19+N14,Stable
1913,rtl+N130+N55,Stable
1914,rtl+N571+N146,Stable
1915,rtl+N410+N373,Stable
1916,rtl+N126+N214,Unstable
1917,rtl+N231+N214,Stable
1918,rtl+N225+N608,Stable
1919,rtl+N456+N574,Unstable
1920,rtl+N110+N146,Stable
1921,rtl+N80+N334,Unstable
1922,rtl+N126+N274,Stable
1923,rtl+N48+N425,Stable
1924,rtl+N163+N384,Unstable
1925,rtl+N687+N146,Stable
1926,rtl+N488+N505,Stable
1927,rtl+N23+N214,Stable
1928,rtl+N160+N311,Stable
1929,rtl+N231+N595,Unstable
1930,rtl+N610+N590,Unstable
1931,rtl+N386+N590,Unstable
1932,rtl+N429+N151,Stable
1933,rtl+N535+N366,Stable
1934,rtl+N679+N590,Unstable
1935,rtl+N160+N30,Stable
1936,rtl+N484+N568,Stable
1937,rtl+N456+N290,Stable
1938,rtl+N10+N457,Stable
1939,rtl+N79+N151,Stable
1940,rtl+N79+N220,Unstable
1941,rtl+N456+N240,Unstable
1942,rtl+N473+N668,Stable
1943,rtl+N473+N505,Stable
1944,rtl+N429+N518,Unstable
1945,rtl+N687+N85,Stable
1946,rtl+N80+N480,Stable
1947,rtl+N150+N509,Stable
1948,rtl+N473+N508,Stable
1949,rtl+N353+N612,Unstable
1950,rtl+N333+N162,Unstable
1951,rtl+N150+N183,Stable
1952,rtl+N473+N691,Unstable
1953,rtl+N19+N295,Stable
1954,rtl+N225+N659,Stable
1955,rtl+N408+N148,Unstable
1956,rtl+N157+N108,Stable
1957,rtl+N416+N548,Unstable
1958,rtl+N110+N540,Stable
1959,rtl+N110+N205,Stable
1960,rtl+N386+N143,Stable
1961,rtl+N474+N674,Unstable
1962,rtl+N353+N49,Unstable
1963,rtl+N695+N680,Stable
1964,rtl+N473+N428,Unstable
1965,rtl+N695+N508,Stable
1966,rtl+N408+N680,Unstable
1967,rtl+N80+N392,Stable
1968,rtl+N333+N250,Unstable
1969,rtl+N157+N33,Stable
1970,rtl+N80+N264,Stable
1971,rtl+N456+N108,Stable
1972,rtl+N176+N6,Unstable
1973,rtl+N25+N622,Stable
1974,rtl+N79+N143,Unstable
1975,rtl+N277+N144,Stable
1976,rtl+N157+N442,Stable
1977,rtl+N19+N182,Stable
1978,rtl+N277+N324,Stable
1979,rtl+N610+N634,Stable
1980,rtl+N410+N167,Stable
1981,rtl+N592+N339,Stable
1982,rtl+N160+N552,Stable
1983,rtl+N679+N509,Unstable
1984,rtl+N160+N521,Stable
1985,rtl+N477+N135,Stable
1986,rtl+N160+N213,Stable
1987,rtl+N231+N643,Stable
1988,rtl+N558+N659,Stable
1989,rtl+N225+N101,Stable
1990,rtl+N25+N518,Stable
1991,rtl+N130+N392,Stable
1992,rtl+N535+N508,Stable
1993,rtl+N48+N47,Stable
1994,rtl+N79+N467,Stable
1995,rtl+N20+N533,Stable
1996,rtl+N456+N548,Unstable
1997,rtl+N79+N214,Unstable
1998,rtl+N48+N634,Stable
1999,rtl+N80+N36,Unstable
2000,rtl+N353+N167,Unstable
2001,rtl+N386+N47,Stable
2002,rtl+N25+N529,Stable
2003,rtl+N126+N173,Stable
2004,rtl+N231+N108,Stable
2005,rtl+N10+N438,Stable
2006,rtl+N277+N590,Stable
2007,rtl+N19+N577,Stable
2008,rtl+N639+N311,Stable
2009,rtl+N516+N598,Unstable
2010,rtl+N130+N668,Stable
2011,rtl+N285+N643,Unstable
2012,rtl+N277+N336,Unstable
2013,rtl+N19+N248,Stable
2014,rtl+N679+N6,Unstable
2015,rtl+N277+N694,Stable
2016,rtl+N408+N559,Unstable
2017,rtl+N110+N630,Stable
2018,rtl+N488+N183,Unstable
2019,rtl+N408+N139,Stable
2020,rtl+N410+N628,Stable
2021,rtl+N410+N180,Unstable
2022,rtl+N20+N40,Stable
2023,rtl+N410+N234,Unstable
2024,rtl+N488+N123,Stable
2025,rtl+N80+N521,Unstable
2026,rtl+N571+N394,Unstable
2027,rtl+N126+N442,Stable
2028,rtl+N687+N306,Stable
2029,rtl+N333+N309,Unstable
2030,rtl+N285+N41,Stable
2031,rtl+N285+N504,Unstable
2032,rtl+N333+N37,Stable
2033,rtl+N285+N334,Unstable
2034,rtl+N535+N265,Unstable
2035,rtl+N160+N577,Stable
2036,rtl+N225+N36,Stable
2037,rtl+N277+N248,Stable
2038,rtl+N20+N442,Stable
2039,rtl+N592+N220,Stable
2040,rtl+N516+N657,Stable
2041,rtl+N353+N139,Unstable
2042,rtl+N79+N382,Stable
2043,rtl+N79+N465,Stable
2044,rtl+N477+N577,Unstable
2045,rtl+N477+N274,Unstable
2046,rtl+N196+N457,Stable
2047,rtl+N231+N123,Stable
2048,rtl+N110+N105,Stable
2049,rtl+N110+N465,Stable
2050,rtl+N130+N155,Unstable
2051,rtl+N130+N37,Stable
2052,rtl+N477+N40,Stable
2053,rtl+N126+N328,Stable
2054,rtl+N19+N183,Stable
2055,rtl+N592+N666,Stable
2056,rtl+N157+N590,Stable
2057,rtl+N558+N366,Stable
2058,rtl+N126+N295,Stable
2059,rtl+N150+N328,Stable
2060,rtl+N150+N504,Stable
2061,rtl+N23+N521,Unstable
2062,rtl+N196+N486,Stable
2063,rtl+N484+N486,Stable
2064,rtl+N196+N105,Unstable
2065,rtl+N429+N47,Unstable
2066,rtl+N429+N690,Unstable
2067,rtl+N160+N622,Unstable
2068,rtl+N126+N467,Stable
2069,rtl+N150+N341,Stable
2070,rtl+N695+N151,Stable
2071,rtl+N25+N504,Stable
2072,rtl+N477+N289,Stable
2073,rtl+N10+N556,Stable
2074,rtl+N679+N447,Stable
2075,rtl+N477+N373,Stable
2076,rtl+N110+N384,Stable
2077,rtl+N558+N476,Stable
2078,rtl+N474+N41,Stable
2079,rtl+N416+N556,Stable
2080,rtl+N410+N568,Unstable
2081,rtl+N25+N559,Unstable
2082,rtl+N23+N657,Stable
2083,rtl+N157+N480,Stable
2084,rtl+N285+N14,Stable
2085,rtl+N386+N339,Stable
2086,rtl+N516+N221,Stable
2087,rtl+N353+N576,Stable
2088,rtl+N163+N16,Unstable
2089,rtl+N176+N59,Unstable
2090,rtl+N126+N406,Unstable
2091,rtl+N285+N657,Unstable
2092,rtl+N679+N274,Unstable
2093,rtl+N535+N442,Stable
2094,rtl+N477+N311,Stable
2095,rtl+N474+N491,Stable
2096,rtl+N474+N577,Unstable
2097,rtl+N679+N678,Unstable
2098,rtl+N110+N467,Stable
2099,rtl+N473+N308,Stable
2100,rtl+N610+N493,Stable
2101,rtl+N353+N162,Stable
2102,rtl+N416+N428,Unstable
2103,rtl+N231+N36,Stable
2104,rtl+N231+N341,Stable
2105,rtl+N333+N384,Unstable
2106,rtl+N130+N608,Stable
2107,rtl+N416+N65,Stable
